Month,HEADLINE_CPI_USA,IR3TIB_USA,IRLT_USA,IRSTCI_USA,CORE_CPI_USA,DGS2_USA,DIV_YIELD_USA,CREDIT_SPREAD_BAA_USA,CREDIT_SPREAD_AAA_USA,HY_SPREAD_USA,SPREAD_10Y3M_USA,SPREAD_10Y2Y_USA,SPREAD_BAA_AAA_USA
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.86,1.9,,1.76,1.7126315789473685,0.96
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.84,1.88,,1.76,1.7126315789473685,0.96
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.85,1.89,,1.76,1.7126315789473685,0.9600000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.84,1.89,,1.76,1.7126315789473685,0.95
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.85,1.9,,1.76,1.7126315789473685,0.9500000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.85,1.9,,1.76,1.7126315789473685,0.9500000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,,,,1.76,1.7126315789473685,
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.86,1.92,,1.76,1.7126315789473685,0.94
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.87,1.94,,1.76,1.7126315789473685,0.9300000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.87,1.92,,1.76,1.7126315789473685,0.9500000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.87,1.93,,1.76,1.7126315789473685,0.9400000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.89,1.96,,1.76,1.7126315789473685,0.9300000000000002
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.9,1.94,,1.76,1.7126315789473685,0.96
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.9,1.94,,1.76,1.7126315789473685,0.96
2013-02,2.0,0.22,1.98,0.15,232.569,0.2673684210526316,142.69799999999998,2.89,1.95,,1.76,1.7126315789473685,0.9400000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.97,,1.75,1.704,0.93
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.97,,1.75,1.704,0.93
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.97,,1.75,1.704,0.93
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.89,1.96,,1.75,1.704,0.9300000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.89,1.96,,1.75,1.704,0.9300000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.88,1.96,,1.75,1.704,0.92
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.87,1.95,,1.75,1.704,0.9200000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.87,1.95,,1.75,1.704,0.9200000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.85,1.94,,1.75,1.704,0.91
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.88,1.97,,1.75,1.704,0.91
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.89,1.98,,1.75,1.704,0.91
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.91,1.99,,1.75,1.704,0.9200000000000002
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.98,,1.75,1.704,0.92
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.98,,1.75,1.704,0.92
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.98,,1.75,1.704,0.92
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.9,1.98,,1.75,1.704,0.92
2013-03,1.4,0.21,1.96,0.14,232.794,0.256,142.69799999999998,2.91,1.99,,1.75,1.704,0.9200000000000002
