Date,EEM,EFA,EWC,IEMG,VEA,VGK,VWO
2013-12-31,-0.036484756528499696,0.21444370052022643,0.05309418601000404,-0.02775709875472543,0.21806503404506228,0.24346278816950817,-0.04941423390716204
2014-12-31,-0.03898549931887474,-0.061940289518583436,0.011214058027295026,-0.03408026203198988,-0.05967415299316525,-0.07087109658190927,-0.0004164119057881166
2015-12-31,-0.16174839088215853,-0.009929389733861038,-0.2390934886661098,-0.14303344687762642,-0.0037315531530118795,-0.01939163864271609,-0.1581950880707167
2016-12-31,0.10868374186704277,0.01372581098999004,0.23816447128195106,0.10282244734167922,0.02634018024641427,-0.004170951250799693,0.12171066546512965
2017-12-31,0.3726283254481555,0.25075410996956937,0.15731637771050822,0.3737707140788402,0.2642048303816127,0.2698513444474293,0.3148555314694508
2018-12-31,-0.15310328040546384,-0.13821045105540686,-0.1716731053969841,-0.14922018698189965,-0.14745291763448598,-0.148842156818634,-0.14760493705160593
2019-12-31,0.182229511704187,0.22043486200375972,0.27579858635053367,0.1781317705583041,0.2262114505326338,0.24851125538927343,0.207502098158882
2020-12-31,0.17020461864072312,0.07595107226956577,0.05517990806890416,0.17863531870515925,0.09713866968481555,0.06091687254527445,0.1517558878127272
2021-12-31,-0.03632414934579675,0.11445845567072954,0.26975627429343496,-0.006385313253812308,0.11664052810200753,0.16890808683551728,0.012589434842098957
2022-12-31,-0.20563675408936433,-0.14385913726363575,-0.1295435504223328,-0.19979797637476127,-0.1534186655468187,-0.15979962928522462,-0.17978822464885036
2023-12-31,0.08948335374016136,0.18363406326382914,0.1472576378357997,0.11524639180158136,0.1793337841193574,0.20187528060480187,0.09255589384928586
2024-12-31,0.06490044273318296,0.034874682275307434,0.12379094034491778,0.06496584520997728,0.031496246316738974,0.018745798367568733,0.10592322158309586
2025-12-31,0.3398020830511308,0.31547833546398807,0.359199030274316,0.3256343968081836,0.35165917348642806,0.35837374164302016,0.25606019593947993
2026-12-31,0.18753431379863383,0.06904097643539564,0.0673094946703876,0.18134487087232976,0.11474791132908813,0.04673550242869928,0.08779764449532279
