Date,IJH,IJR,IVV,IWM,QQQ,SPY,VOO,VXF
2011-12-31,-0.021659788987442585,0.008055757387427365,0.018784764920161567,-0.04426808845067898,0.03475824484940282,0.01894990938856611,0.018974683920279567,-0.036443201442095674
2012-12-31,0.17790641172930433,0.1630472597099497,0.16057392837403062,0.1670382480971182,0.18112535125450946,0.15990357811632827,0.15992783663403087,0.18622247821257965
2013-12-31,0.3346524308855139,0.41328206738181983,0.3230634468829199,0.38696597038083147,0.366341776840015,0.3230777864226799,0.32386451310831155,0.38271885120287386
2014-12-31,0.09710228108651853,0.058478044940167395,0.13568241551454108,0.05036328790377431,0.1918140612609016,0.13463776931073124,0.12927963685396726,0.07564395548620761
2015-12-31,-0.023402217425592342,-0.02082757278971592,0.012839632949610102,-0.04478926410806028,0.09435911775565153,0.01234276282751079,0.013250974050102116,-0.03271289921465048
2016-12-31,0.20718850229223684,0.26594769927936346,0.11540404849127128,0.2159132751028412,0.07097900508772881,0.11997881159507306,0.12166720509439943,0.16195161695638527
2017-12-31,0.1625788222148581,0.1314582866227758,0.21753982657028303,0.14582559485814928,0.32663551469145014,0.2170546129210842,0.2177357374343858,0.18061114558902158
2018-12-31,-0.11193563995362354,-0.0850981278758649,-0.04489729575501589,-0.11121234846559147,-0.001262172778968118,-0.04569026986517655,-0.0450067620304373,-0.09341961471632043
2019-12-31,0.26095244000410456,0.2281652088110775,0.31251742107310143,0.25389698275708783,0.38961543353229855,0.31223885880386804,0.31365029003728706,0.2796290530850145
2020-12-31,0.13598083081374557,0.11277837325239992,0.18397432509045597,0.20030807916155657,0.4840615408629345,0.18331622104156176,0.18324357094135246,0.3244866452606894
2021-12-31,0.247158408714246,0.2658487055597547,0.28758217251906726,0.14536061063436678,0.27419715651853727,0.2872875346159349,0.287944819471198,0.12310885506843428
2022-12-31,-0.1310888203348598,-0.1619804949273993,-0.18161340892301026,-0.20484797858533188,-0.3257699488538589,-0.18175362406695128,-0.1817403141499745,-0.2652044802285406
2023-12-31,0.16406185330311973,0.16063367409710105,0.2630587989782065,0.1682766964439335,0.5485555256235355,0.2617578448340734,0.2632387389256641,0.2550924982928844
2024-12-31,0.13922743059125064,0.08625590933535121,0.24933753299180417,0.11384200793071764,0.25578263602731144,0.2488646784300117,0.24976027400214318,0.16893870890806428
2025-12-31,0.07422163169669949,0.05890784902048507,0.17846469173843071,0.12657612752433312,0.2077254840592282,0.17719061307023432,0.17823356422380598,0.11404909668441787
2026-12-31,0.09573537945021626,0.12008982043923666,0.08605875077430736,0.12309435051431672,0.15051043654212326,0.08614981599598215,0.08598371872988486,0.07447010508741858
